Field_ID,Pollution_level,Plot_size,Crop_type,Annual_yield,Standard_yield
5762,0.87,9.0,banana,2.63,0.29
28175,0.24,2.7,wheat,1.21,0.45
19917,0.17,14.8,maize,8.65,0.58
33293,0.61,1.3,cassava,0.48,0.37
31330,0.29,3.0,potato,1.89,0.63
5286,0.58,1.6,potato,0.83,0.52
29652,0.22,4.3,wheat,2.09,0.49
3758,0.02,15.0,banana,6.27,0.42
23680,0.1,1.4,maize,0.73,0.52
8877,0.1,0.9,cassava,0.43,0.48
31984,0.06,14.6,tea,10.29,0.7
38551,0.5,1.8,wheat,1.09,0.6
22941,0.75,1.3,teaa,0.68,0.52
37594,0.08,3.7,banana,2.41,0.65
27958,0.16,0.6,wheat,0.29,0.48
43746,0.1,3.7,tea,2.51,0.68
17086,0.22,12.0,coffee,6.73,0.56
44055,0.24,1.9,maize,0.85,0.45
22862,0.23,2.0,potato,1.08,0.54
10439,0.01,0.7,rice,0.46,0.66
32209,0.08,1.2,wheat,0.77,0.64
14874,0.16,2.0,tea,1.54,0.77
37091,0.25,11.8,potato,7.19,0.61
9240,0.6,7.7,tea,2.85,0.37
39156,0.99,2.8,cassava,1.12,0.4
33521,0.31,7.9,maize,4.08,0.52
4413,0.12,0.7,banana,0.38,0.54
32098,0.0,3.4,wheat,1.83,0.54
1032,0.72,1.9,wheat,0.59,0.31
28360,0.08,4.2,coffee,1.72,0.41
30010,0.25,3.1,maize,1.73,0.56
2245,0.77,3.1,wheat,1.17,0.38
14471,0.33,5.2,coffee,3.64,0.7
12325,0.94,5.3,cassava,2.89,0.55
19649,0.18,2.5,potato,1.5,0.6
1077,0.05,2.0,potato,1.27,0.64
24121,0.24,8.6,potato,5.06,0.59
19662,0.19,4.4,tea,3.82,0.87
34991,0.44,0.9,maize,0.47,0.52
1253,0.11,1.9,tea,1.16,0.61
20578,0.0,1.1,cassava,0.44,0.4
2830,0.78,3.1,wheat,1.59,0.51
43658,0.1,1.8,wheat,1.13,0.63
13558,0.03,4.3,coffee,2.44,0.57
17531,0.36,2.6,banana,1.15,0.44
30814,0.06,2.2,tea,1.36,0.62
33401,0.59,2.6,wheat,1.12,0.43
8402,0.02,1.1,tea,0.78,0.71
2304,0.01,6.2,cassava,2.26,0.36
43447,0.24,1.6,wheat,0.94,0.59
6750,0.37,12.1,wheat,6.2,0.51
28872,0.0,3.7,wheat,1.82,0.49
33877,0.0,8.9,wheat,3.03,0.34
7945,0.22,3.8,cassava,2.07,0.54
29272,0.08,0.7,coffee,0.29,0.41
38316,0.02,0.7,maize,0.4,0.57
532,0.42,1.4,wheat,0.6,0.43
30913,0.16,1.9,coffee,1.21,0.64
24166,0.01,1.4,rice,0.76,0.54
26852,0.77,3.9,wheat,2.12,0.54
962,0.0,0.7,coffee,0.34,0.49
14326,0.1,1.9,tea,0.93,0.49
27636,0.01,2.1,banana,0.96,0.46
10115,0.53,0.7,potato,0.37,0.53
2322,0.62,5.0,wheat,2.09,0.42
13685,0.26,1.5,wheat,0.84,0.56
1414,0.03,2.8,wheat,1.39,0.5
44515,0.22,1.5,potato,0.91,0.61
29051,0.13,3.9,coffee,1.56,0.4
20807,0.01,3.7,banana,1.22,0.33
39932,0.07,2.7,wheat,1.4,0.52
23242,0.0,6.9,cassava,2.49,0.36
14169,0.27,1.8,tea,0.72,0.4
39846,0.01,0.7,banana,0.3,0.43
21504,0.37,0.9,potato,0.51,0.57
43593,0.27,1.6,tea,0.73,0.46
35375,0.01,2.9,wheat,1.45,0.5
3105,0.3,3.4,tea,2.38,0.7
35696,0.73,0.9,wheat,0.24,0.26
41260,0.24,12.1,cassava,5.35,0.44
41192,0.38,4.1,banana,2.28,0.56
29279,0.22,1.2,potato,0.69,0.57
10829,0.17,1.7,tea,1.17,0.69
27214,0.28,1.0,potato,0.59,0.59
34934,0.02,12.5,banana,4.31,0.34
27133,0.11,3.9,banana,2.2,0.56
6948,0.05,2.6,potato,1.31,0.51
41591,0.19,4.4,banana,2.56,0.58
19104,0.1,4.7,cassava,2.18,0.46
18527,0.3,3.2,tea,2.41,0.75
14913,0.56,0.9,cassava,0.3,0.33
14958,0.28,1.2,cassava,0.66,0.55
9798,0.1,4.2,tea,3.04,0.72
10132,0.95,3.2,coffee,0.93,0.29
34384,0.32,1.4,potato,0.79,0.57
10153,0.0,4.5,rice,2.38,0.53
19217,0.31,3.9,wheat,1.99,0.51
28928,0.42,1.8,potato,0.99,0.55
651,0.02,1.4,banana,0.64,0.46
42689,0.33,1.1,potato,0.68,0.62
24475,0.06,1.0,cassava,0.48,0.48
24800,0.14,3.2,wheat,2.32,0.73
22535,0.07,4.0,wheat,2.19,0.55
7451,0.21,2.0,coffee,0.78,0.39
24645,0.06,0.6,wheat,0.28,0.47
21681,0.18,4.2,tea,3.02,0.72
9761,0.21,3.8,potato,2.16,0.57
16591,0.05,1.9,tea,1.42,0.75
17455,0.24,2.4,tea,1.82,0.76
4543,0.4,1.2,potato,0.71,0.59
44506,0.16,10.6,maize,5.64,0.53
11126,0.45,1.8,tea,0.93,0.51
3581,0.0,0.7,coffee,0.35,0.51
4702,0.18,4.8,tea,3.41,0.71
41794,0.13,10.6,wheat,7.84,0.74
1684,0.08,0.9,tea,0.57,0.64
29970,0.0,6.9,rice,3.11,0.45
29088,0.06,2.2,wheat,1.2,0.54
5116,0.4,1.2,potato,0.7,0.59
44590,0.0,11.7,rice,6.42,0.55
44901,0.79,2.1,wheat,0.73,0.35
15731,0.0,2.0,rice,1.43,0.72
1911,0.01,1.3,wheat,0.58,0.44
42580,0.08,1.5,wheat,0.97,0.65
45048,0.27,6.8,potato,4.28,0.63
44505,0.26,2.4,tea,1.81,0.76
9100,0.01,2.0,rice,1.15,0.58
26668,0.37,1.9,tea,1.12,0.59
26682,0.41,4.7,tea,2.14,0.46
26794,0.18,1.7,maize,0.76,0.45
12800,0.45,3.8,wheat,1.67,0.44
7538,0.04,11.3,wheat,4.48,0.4
8042,0.14,1.9,tea,1.41,0.74
30875,0.0,8.2,wheat,3.85,0.47
44384,0.24,11.4,maize,5.15,0.45
41062,0.47,3.8,cassava,1.67,0.44
3150,0.36,1.3,tea,0.91,0.7
5707,0.33,0.5,cassava,0.19,0.38
32575,0.16,1.8,wheat,0.96,0.53
17851,0.01,1.9,tea,1.03,0.54
36391,0.05,1.4,coffee,0.69,0.49
35410,0.16,1.6,wheat,0.89,0.55
37267,0.32,0.7,maize,0.32,0.46
10765,0.71,1.4,potato,0.75,0.54
4995,0.03,7.2,coffee,4.04,0.56
26507,0.28,0.8,wheat,0.54,0.67
20267,0.05,9.2,wheat,4.9,0.53
36326,0.12,1.5,banana,0.72,0.48
16814,0.12,13.3,banana,6.78,0.51
22413,0.1,1.1,potato,0.67,0.61
35137,0.04,4.6,banana,2.19,0.48
12890,0.0,0.9,wheat,0.49,0.54
20634,0.23,2.4,tea,1.84,0.77
26207,0.01,1.7,potato,1.09,0.64
19633,0.12,9.0,wheat,5.11,0.57
14361,0.87,14.0,cassava,7.65,0.55
12472,0.22,5.7,potato,2.95,0.52
27443,0.29,1.4,tea,0.93,0.66
13035,0.08,14.7,cassaval,5.39,0.37
30768,0.06,4.4,tea,2.52,0.57
19527,0.34,1.9,coffee,1.06,0.56
41734,0.36,3.2,tea,2.03,0.63
19621,0.21,11.0,potato,6.34,0.58
2372,0.25,3.1,potato,1.82,0.59
25495,0.08,7.7,wheat,4.17,0.54
2150,0.39,1.6,maize,0.83,0.52
35258,0.88,1.1,cassava,0.58,0.53
36708,0.24,1.1,coffee,0.57,0.52
24612,0.01,11.3,maize,6.81,0.6
39003,0.29,2.6,cassava,1.5,0.58
17311,0.0,2.3,rice,1.23,0.53
31690,0.37,4.9,maize,2.4,0.49
24641,0.8,3.9,coffee,1.35,0.35
25194,0.3,2.9,wheat,1.47,0.51
11541,0.03,4.6,banana,2.19,0.48
27582,0.06,12.6,tea,9.46,0.75
1395,0.27,1.4,maize,0.61,0.44
43517,0.35,1.9,wheat,0.8,0.42
40945,0.43,3.4,maize,1.69,0.5
8786,0.37,6.9,potato,4.0,0.58
3737,0.4,12.9,potato,7.11,0.55
5260,0.27,13.0,banana,7.34,0.56
3064,0.04,12.8,coffee,6.34,0.5
13912,0.26,0.8,wheat,0.37,0.46
30943,0.91,2.2,wheat,0.9,0.41
1319,0.21,5.0,wheat,2.61,0.52
6431,0.79,3.6,cassava,1.03,0.29
36672,0.0,8.6,rice,4.7,0.55
42120,0.64,4.1,tea,2.01,0.49
24330,0.41,2.4,potato,1.5,0.62
8943,0.09,7.7,tea,5.91,0.77
29367,0.11,14.2,banana,5.73,0.4
26669,0.2,8.2,potato,4.83,0.59
7212,0.19,2.7,maize,1.22,0.45
17599,0.41,3.3,wheat,1.63,0.49
22087,0.07,1.0,potato,0.54,0.54
6342,0.0,3.1,banana,1.61,0.52
38261,0.05,1.6,rice,1.02,0.64
22225,0.22,4.7,wheat,2.53,0.54
42801,0.95,6.1,tea,3.0,0.49
15157,0.2,1.0,wheat,0.57,0.57
19855,0.01,14.3,coffee,8.07,0.56
29512,0.21,2.7,banana,1.31,0.49
42735,0.0,4.3,rice,1.73,0.4
30506,0.12,5.7,cassava,2.44,0.43
6902,0.03,1.6,tea,1.14,0.71
41948,0.09,1.0,potato,0.64,0.64
19165,0.1,2.8,wheat,1.39,0.5
24939,0.24,11.6,cassava,5.72,0.49
40920,0.15,10.2,cassava,4.36,0.43
16062,0.87,2.9,wheat,1.07,0.37
40136,0.01,9.8,banana,3.93,0.4
26890,0.61,3.7,coffee,1.37,0.37
18184,0.21,13.3,coffee,6.06,0.46
24201,0.06,1.0,cassava,0.38,0.38
29161,0.71,3.5,cassava,1.39,0.4
28407,0.07,1.9,rice,1.2,0.63
5661,0.21,1.8,cassava,0.71,0.4
3507,0.28,2.6,maize,1.45,0.56
20825,0.42,2.3,maize,1.15,0.5
10734,0.39,2.6,maize,1.38,0.53
6230,0.6,1.1,cassava,0.63,0.58
14883,0.93,1.1,coffee,0.33,0.3
1993,0.29,11.6,tea,8.38,0.72
29634,0.38,12.7,wheat,6.24,0.49
17816,0.55,2.1,wheat,1.16,0.55
40409,0.04,2.0,banana,0.92,0.46
6100,0.04,4.9,wheat,2.83,0.58
31438,0.12,5.0,maize,3.25,0.65
15390,0.27,0.7,wheat,0.39,0.55
10202,0.72,3.1,maize,1.07,0.35
24459,0.02,2.7,wheat,1.47,0.55
39793,0.43,2.8,cassava,1.53,0.55
9750,0.05,1.9,banana,0.78,0.41
4740,0.66,2.2,wheat,1.14,0.52
36718,0.05,1.8,potato,1.14,0.63
2211,0.26,0.6,cassava,0.24,0.4
45031,0.0,2.2,wheat,0.98,0.44
35116,0.06,0.8,tea,0.63,0.78
13238,0.07,3.5,wheat,1.64,0.47
39389,0.35,1.3,maize,0.6,0.46
19825,0.39,4.2,tea,2.66,0.63
34996,0.62,6.1,cassava,2.96,0.48
936,0.04,2.9,wheat,1.56,0.54
31138,0.17,8.8,coffee,3.22,0.37
16179,0.13,4.0,rice,2.9,0.73
20168,0.21,1.9,wheat,0.91,0.48
27730,0.0,8.5,rice,4.65,0.55
18190,0.26,6.7,potato,3.98,0.59
12421,0.48,2.2,wheat,0.82,0.37
25018,0.42,3.4,tea,2.1,0.62
13632,0.13,1.0,coffee,0.49,0.49
9722,0.71,1.4,wheat,0.55,0.4
19048,0.12,0.7,tea,0.59,0.85
11872,0.31,2.2,coffee,0.99,0.45
33523,0.15,1.7,wheat,0.92,0.54
44915,0.2,11.4,tea,7.87,0.69
14858,0.41,1.2,coffee,0.39,0.32
8960,0.26,0.8,tea,0.64,0.8
15805,0.0,0.6,coffee,0.3,0.49
23156,0.0,0.5,banana,0.23,0.46
41491,0.99,0.9,tea,0.47,0.52
39006,0.05,2.6,coffee,1.23,0.47
29497,0.33,2.7,maize,1.4,0.52
5262,0.01,3.3,rice,1.56,0.47
12671,0.27,3.5,maize,1.68,0.48
32627,0.64,1.3,wheat,0.53,0.41
5170,0.27,1.7,tea,1.28,0.76
41326,0.31,2.7,maize,1.47,0.54
39484,0.65,0.8,banana,0.23,0.29
16846,0.86,0.6,potato,0.3,0.51
18490,0.85,3.5,wheat,1.59,0.45
42692,0.13,4.7,tea,3.97,0.84
16064,0.01,7.0,banana,3.09,0.44
41437,0.02,3.5,banana,1.83,0.52
34987,0.03,2.1,potato,1.27,0.6
37186,0.25,2.6,maize,1.55,0.6
12169,0.44,0.7,potato,0.37,0.53
6365,0.37,4.0,maize,2.0,0.5
9057,0.57,13.9,potato,7.53,0.54
7650,0.74,3.1,wheat,1.19,0.38
8241,0.0,3.3,maize,2.02,0.61
14840,0.21,1.1,potato,0.61,0.56
44075,0.12,4.2,maize,2.09,0.5
8708,0.08,0.7,coffee,0.31,0.45
15931,0.0,1.1,rice,0.69,0.62
6319,0.01,4.0,rice,2.36,0.59
21813,0.01,1.1,potato,0.72,0.66
44923,0.5,4.7,cassava,2.57,0.55
277,0.04,4.4,rice,2.47,0.56
22864,0.44,1.9,wheat,0.77,0.4
6184,0.14,1.9,coffee,0.93,0.49
802,0.3,3.2,maize,1.43,0.45
34103,0.3,0.8,maize,0.39,0.49
25482,0.0,0.7,rice,0.38,0.55
8617,0.05,3.2,cassava,1.15,0.36
39722,0.0,0.8,banana,0.49,0.61
41156,0.3,1.7,wheat,0.89,0.52
22249,0.02,3.3,banana,1.72,0.52
34555,0.33,3.1,tea,1.99,0.64
11890,0.05,1.4,maize,0.61,0.44
18117,0.1,10.9,potato,7.08,0.65
40746,0.83,1.7,wheat,0.59,0.35
6381,0.06,12.5,tea,5.72,0.46
5100,0.02,12.7,coffee,6.64,0.52
8975,0.23,1.9,coffee,1.16,0.61
21480,0.26,0.7,coffee,0.39,0.55
23484,0.0,2.6,banana,1.18,0.45
41878,0.2,3.8,maize,2.19,0.58
18246,0.13,3.6,coffee,2.08,0.58
7861,0.11,5.1,tea,3.76,0.74
16270,0.26,4.4,maize,2.34,0.53
12887,0.69,0.9,tea,0.34,0.38
40032,0.0,5.0,rice,2.89,0.58
21124,0.07,4.2,tea,2.63,0.63
5003,0.24,3.1,wheat,1.77,0.57
8976,0.48,15.0,cassava,7.38,0.49
26271,0.51,1.5,wheat,0.58,0.39
17227,0.21,13.5,potato,7.13,0.53
9068,0.8,6.3,coffee,1.9,0.3
19001,0.2,4.2,wheat,2.33,0.56
11487,0.33,5.2,tea,3.69,0.71
3077,0.02,3.1,potato,1.98,0.64
21085,0.13,4.8,coffee,2.99,0.62
41473,0.26,13.9,maize,7.93,0.57
35184,0.29,7.8,coffee,4.26,0.55
32771,0.35,9.7,cassava,5.55,0.57
41549,0.35,3.5,coffee,2.35,0.67
7682,0.82,1.1,wheat,0.43,0.39
37453,0.57,0.5,cassava,0.22,0.44
15610,0.31,7.4,potato,4.47,0.6
4689,0.06,11.1,wheat,6.06,0.55
35254,0.59,0.6,tea,0.23,0.38
861,0.14,4.8,wheat,3.36,0.7
43325,0.08,11.7,tea,9.42,0.81
17293,0.23,2.4,potato,1.37,0.57
16918,0.29,11.0,potato,6.07,0.55
30092,0.04,1.2,coffee,0.66,0.55
21461,0.0,3.3,rice,1.63,0.49
30785,0.09,4.6,rice,2.13,0.46
10173,0.23,2.0,potato,1.23,0.62
26511,0.39,2.0,tea,1.14,0.57
29666,0.03,1.0,cassava,0.51,0.51
38793,0.19,1.0,coffee,0.39,0.39
35350,0.84,1.7,tea,0.56,0.33
42391,0.01,3.1,banana,1.49,0.48
36249,0.0,0.6,banana,0.38,0.64
13058,0.21,9.8,cassava,4.43,0.45
20931,0.26,2.3,coffee,1.58,0.69
43064,0.15,1.7,potato,1.01,0.6
27678,0.03,11.2,wheat,7.7,0.69
33620,0.1,6.3,wheat,3.6,0.57
15283,0.19,1.8,tea,0.83,0.46
1576,0.14,0.9,wheat,0.48,0.53
15045,0.61,0.8,wheat,0.35,0.44
1985,0.35,1.0,potato,0.6,0.6
15296,0.27,1.1,cassava,0.53,0.48
36862,0.13,2.2,wheat,0.97,0.44
12628,0.25,1.5,potato,0.89,0.59
3697,0.39,4.1,potato,2.31,0.56
16612,0.25,3.1,cassava,1.56,0.5
24223,0.75,1.3,coffee,0.43,0.33
31070,0.38,1.8,tea,1.2,0.67
11854,0.1,3.1,coffee,1.59,0.51
33031,0.1,3.6,coffee,1.88,0.52
13985,0.11,3.3,wheat,1.52,0.46
7811,0.01,3.9,wheat,1.63,0.42
37789,0.06,2.4,maize,1.39,0.58
12774,0.31,1.0,potato,0.49,0.49
11832,0.01,4.8,tea,3.05,0.64
2146,0.0,1.4,banana,0.75,0.54
18340,0.06,0.7,banana,0.37,0.53
33485,0.17,1.9,tea,1.49,0.78
1647,0.07,2.2,wheat,0.85,0.39
16379,0.31,14.3,potato,8.74,0.61
42129,0.4,4.3,cassava,2.28,0.53
44982,0.0,3.3,wheat,1.55,0.47
23677,0.0,4.0,rice,2.24,0.56
43630,0.13,3.3,tea,2.78,0.84
26216,0.44,11.7,maize,5.92,0.51
38093,0.02,1.2,banana,0.72,0.6
13377,0.0,2.1,rice,1.54,0.73
14782,0.24,2.5,potato,1.46,0.58
7609,0.22,1.3,coffee,0.47,0.36
22744,0.07,3.2,tea,2.18,0.68
33874,0.11,8.2,wheat,5.67,0.69
40707,0.85,4.8,wheat,2.01,0.42
27161,0.1,1.0,tea,0.77,0.77
3444,0.26,8.0,banana,3.34,0.42
16293,0.09,1.2,tea,0.94,0.78
35818,0.31,2.3,potato,1.35,0.59
30648,0.2,5.1,banana,1.69,0.33
3214,0.05,9.2,coffee,4.68,0.51
13999,0.42,6.0,cassava,2.35,0.39
10901,0.12,1.2,wheat,0.67,0.56
21229,0.0,3.0,wheat,1.8,0.6
16889,0.0,4.4,rice,2.19,0.5
27487,0.08,4.7,rice,2.17,0.46
39239,0.16,3.8,cassava,1.63,0.43
43961,0.82,4.6,cassava,1.78,0.39
45119,0.62,1.2,cassava,0.67,0.56
36272,0.02,2.6,potato,1.64,0.63
37874,0.7,0.6,wheat,0.22,0.37
10713,0.11,1.0,banana,0.52,0.52
17720,0.7,1.2,maize,0.57,0.48
19051,0.28,0.9,potato,0.53,0.59
5114,0.01,13.2,cassava,4.75,0.36
26810,0.1,4.0,rice,2.4,0.6
42587,0.11,8.2,maize,3.55,0.43
40454,0.11,6.4,wheat,2.87,0.45
13705,0.5,3.4,cassava,1.35,0.4
2848,0.22,1.5,coffee,0.52,0.35
39975,0.79,4.5,wheat,2.37,0.53
43565,0.29,11.2,cassava,4.43,0.4
5836,0.04,3.1,rice,2.08,0.67
18142,0.12,1.7,banana,0.97,0.57
17121,0.04,4.8,banana,2.36,0.49
34577,0.02,1.2,coffee,0.47,0.4
42494,0.01,1.1,banana,0.55,0.5
42774,0.12,12.9,banana,6.19,0.48
18495,0.78,1.4,potato,0.66,0.47
35680,0.1,0.8,potato,0.47,0.59
11897,0.83,3.9,potato,1.99,0.51
41787,0.18,4.8,wheat,1.96,0.41
34083,0.42,5.2,cassava,2.47,0.48
27317,0.0,2.3,wheat,1.22,0.53
45108,0.01,4.1,wheat,2.8,0.68
24888,0.7,3.2,wheat,1.36,0.43
9205,0.22,4.3,potato,2.18,0.51
22737,0.39,1.4,tea,0.96,0.69
18332,0.22,2.4,cassava,0.81,0.34
17237,0.0,3.0,banana,1.01,0.34
36317,0.61,3.1,cassava,1.64,0.53
5159,0.02,0.9,coffee,0.49,0.55
5598,0.4,2.8,potato,1.46,0.52
21095,0.06,1.6,coffee,0.8,0.5
26632,0.7,3.4,tea,1.69,0.5
38778,0.2,3.9,wheat,1.9,0.49
18532,0.02,2.4,coffee,1.21,0.5
9398,0.15,0.7,potato,0.42,0.6
8557,0.13,4.9,potato,3.31,0.68
40499,0.12,0.5,tea,0.34,0.69
24356,0.21,14.2,potato,9.09,0.64
8659,0.21,3.8,potato,1.97,0.52
31669,0.31,14.3,cassava,8.06,0.56
25691,0.3,3.2,coffee,2.0,0.62
10240,0.73,2.9,wheat,1.33,0.46
27995,0.37,2.7,coffee,1.79,0.66
13656,0.11,1.1,coffee,0.5,0.45
17324,0.75,3.5,cassava,1.8,0.51
25087,0.07,1.9,coffee,0.93,0.49
5377,0.07,1.4,banana,0.65,0.47
19785,0.15,2.7,coffee,1.17,0.43
31507,0.06,0.5,wheat,0.26,0.53
24705,0.05,1.1,cassava,0.57,0.52
42400,0.78,0.9,wheat,0.43,0.48
33258,0.23,1.4,potato,0.86,0.62
17134,0.03,0.8,coffee,0.44,0.55
43155,0.74,4.6,wheat,2.39,0.52
26835,0.35,2.0,coffee,1.15,0.58
29101,0.08,14.7,wheat,7.61,0.52
35641,0.08,2.0,wheat,1.09,0.54
27977,0.13,4.2,tea,3.73,0.89
4845,0.32,3.6,tea,1.73,0.48
23737,0.03,1.9,maize,1.04,0.55
31013,0.83,1.2,wheat,0.58,0.49
42699,0.04,0.5,rice,0.31,0.63
19025,0.32,0.5,potato,0.28,0.56
3095,0.0,2.8,banana,1.25,0.44
17476,0.21,0.8,maize,0.43,0.54
15039,0.01,0.7,rice,0.39,0.56
18370,0.16,4.5,wheat,2.74,0.61
32405,0.33,1.7,potato,0.96,0.57
26982,0.18,7.4,potato,4.67,0.63
34472,0.08,4.4,cassava,1.66,0.38
6839,0.14,3.3,tea,2.35,0.71
30424,0.29,1.1,rice,0.59,0.54
26921,0.31,1.8,tea,0.85,0.47
36043,0.23,3.2,coffee,1.65,0.52
27416,0.0,2.3,rice,1.36,0.59
42678,0.01,4.9,coffee,2.31,0.47
38577,0.4,14.3,maize,7.24,0.51
37649,0.12,2.0,cassava,1.21,0.61
35520,0.02,5.3,coffee,2.96,0.56
20314,0.07,3.8,rice,2.79,0.74
22759,0.52,2.0,wheat,0.96,0.48
20494,0.11,5.0,banana,2.19,0.44
21679,0.08,1.9,rice,1.24,0.65
9266,0.17,4.0,coffee,2.28,0.57
28238,0.26,0.8,wheat,0.34,0.42
9103,0.0,4.3,banana,1.49,0.35
1822,0.0,6.5,rice,3.29,0.51
20761,0.44,2.8,tea,1.2,0.43
34167,0.0,3.7,wheat,1.88,0.51
30395,0.44,2.2,maize,0.93,0.42
25975,0.06,1.4,wheatn,0.95,0.68
35384,0.88,5.2,wheat,1.98,0.38
27432,0.27,1.3,potato,0.71,0.54
32401,0.13,2.9,potato,1.98,0.68
41756,0.0,2.2,wheat,1.13,0.52
45153,0.1,1.0,banana,0.51,0.51
9645,0.25,1.3,banana,0.65,0.5
20302,0.14,5.0,cassava,2.18,0.44
31002,0.0,0.7,banana,0.29,0.42
3021,0.27,1.1,cassava,0.67,0.61
24424,0.28,3.9,coffee,2.61,0.67
29473,0.01,1.6,banana,0.7,0.44
43426,0.43,5.6,potato,3.3,0.59
11660,0.25,1.1,tea,0.78,0.71
10072,0.21,2.2,wheat,1.03,0.47
9647,0.23,10.6,coffee,5.48,0.52
21399,0.91,3.9,wheat,1.95,0.5
29542,0.66,2.3,wheat,1.24,0.54
27089,0.21,2.5,wheat,1.43,0.57
42742,0.14,12.8,banana,7.12,0.56
24308,0.01,1.3,banana,0.57,0.44
26387,0.06,10.0,tea,6.62,0.66
11163,0.16,4.4,wheat,2.53,0.57
36559,0.22,1.5,maize,0.6,0.4
17664,0.06,4.2,cassava,1.99,0.47
43129,0.07,11.4,coffee,6.1,0.54
37829,0.07,4.2,wheat,2.23,0.53
31762,0.77,13.9,coffee,4.5,0.32
22498,0.15,2.2,cassava,1.28,0.58
22922,0.12,3.5,cassava,1.9,0.54
4047,0.24,1.9,rice,1.36,0.71
1554,0.2,2.4,maize,1.35,0.56
8442,0.2,1.5,coffee,0.49,0.33
10981,0.0,14.7,rice,7.45,0.51
39818,0.2,4.8,wheat,2.85,0.59
36201,0.15,1.0,cassava,0.55,0.55
15719,0.12,0.7,rice,0.4,0.57
17742,0.64,4.4,cassava,1.58,0.36
2399,0.36,3.6,tea,2.55,0.71
12104,0.76,4.6,banana,1.34,0.29
35541,0.07,3.5,banana,1.7,0.48
10520,0.88,1.9,potato,0.98,0.52
25672,0.29,4.7,cassava,1.97,0.42
11619,0.02,0.8,banana,0.31,0.39
9403,0.87,3.5,cassava,1.91,0.55
43893,0.16,2.4,tea,2.03,0.84
30322,0.31,0.8,wheat,0.38,0.47
7844,0.0,9.0,cassava,3.31,0.37
42371,0.14,5.0,coffee,2.17,0.43
3416,0.16,3.4,potato,1.96,0.58
6912,0.0,1.5,cassava,0.73,0.49
30223,0.07,3.7,cassava,2.16,0.59
22600,0.32,2.8,wheat,1.9,0.68
16399,0.01,3.6,maize,2.1,0.58
33820,0.23,3.7,tea,1.59,0.43
35902,0.31,2.3,potato,1.31,0.57
416,0.0,6.3,banana,2.3,0.36
21671,0.35,3.3,potato,2.1,0.64
16224,0.44,1.6,maize,0.84,0.52
6759,0.85,0.9,cassava,0.43,0.47
11035,0.33,0.8,tea,0.54,0.67
13143,0.15,1.0,wheat,0.46,0.46
3031,0.15,11.9,banana,7.54,0.63
17990,0.07,2.1,coffee,1.02,0.48
43049,0.24,1.1,wheat,0.58,0.53
4028,0.31,1.0,potato,0.6,0.6
22236,0.19,2.0,cassava,1.07,0.53
7822,0.29,5.8,tea,4.11,0.71
40504,0.07,2.7,banana,1.52,0.56
19594,0.14,0.8,maize,0.53,0.67
20740,0.09,14.1,maize,8.62,0.61
44540,0.01,1.2,potato,0.81,0.67
37458,0.35,10.4,tea,6.65,0.64
42547,0.06,7.9,tea,5.54,0.7
13670,0.03,10.2,coffee,4.51,0.44
11313,0.12,2.0,banana,1.02,0.51
37390,0.18,1.8,cassava,0.77,0.43
19347,0.0,7.3,coffee,3.83,0.53
37210,0.25,5.1,potato,3.31,0.65
6868,0.24,2.9,wheat,1.45,0.5
5564,0.0,3.6,wheatn,1.83,0.51
16773,0.44,12.4,wheat,6.38,0.51
41350,0.21,2.7,wheat,1.6,0.59
29875,0.0,10.2,wheat,5.11,0.5
98,0.04,1.7,cassava,0.83,0.49
5854,0.3,6.1,maize,2.72,0.45
7406,0.35,12.4,wheat,4.8,0.39
41810,0.23,4.6,wheat,2.66,0.58
7298,0.12,5.2,cassava,2.59,0.5
13713,0.27,2.0,potato,1.2,0.6
4265,0.3,14.0,cassava,5.66,0.4
45015,0.28,3.8,potato,2.21,0.58
36476,0.36,1.1,tea,0.6,0.55
26078,0.12,4.0,tea,3.44,0.86
30847,0.21,3.0,wheat,1.61,0.54
2388,0.17,0.9,wheat,0.59,0.65
30318,0.01,0.6,banana,0.34,0.57
7557,0.02,0.8,tea,0.55,0.68
31605,0.25,1.9,cassava,0.87,0.46
26764,0.04,2.5,wheat,1.24,0.49
31067,0.21,1.0,wheat,0.59,0.59
28663,0.4,1.5,potato,0.85,0.57
32538,0.38,0.6,banana,0.35,0.58
37888,0.0,1.1,wheat,0.57,0.52
11212,0.13,3.9,tea,1.92,0.49
17192,0.68,4.2,cassava,1.83,0.43
34424,0.06,4.0,cassava,1.41,0.35
21388,0.02,13.2,wheat,6.76,0.51
3753,0.06,1.9,wheat,0.84,0.44
39863,0.09,1.5,tea,1.18,0.79
37136,0.0,4.5,banana,2.13,0.47
35000,0.0,4.4,rice,2.49,0.57
28450,0.15,2.4,wheat,1.36,0.57
2020,0.2,0.6,maize,0.31,0.51
5370,0.27,11.6,rice,5.69,0.49
27003,0.12,4.2,tea,3.2,0.76
6735,0.28,3.3,maize,1.5,0.45
35667,0.04,4.0,wheat,2.08,0.52
21308,0.25,11.6,tea,7.31,0.63
34338,0.22,5.1,wheat,2.81,0.55
14279,0.2,5.6,tea,2.55,0.46
32773,0.04,1.0,wheat,0.54,0.54
1508,0.03,4.9,cassava,2.53,0.52
40926,0.32,3.6,coffee,1.36,0.38
18701,0.26,1.9,tea,1.42,0.75
37955,0.19,4.5,potato,2.69,0.6
